code,test
"<template>   <div class=""trash-documents-table"">     <natto-table       :table-data=""documents.collection""       :loading=""areDocumentsLoading""       :pageNumber=""pageNumber""       :items-per-page=""documentsPerPage""       :items-total=""documentsTotalInFolderAndChild""       :row-class-name=""trashDocumentRowClass""       paginated       @page-opened=""handlePageOpened""     >       <template #default>         <document-type-element />         <document-name-element           value=""Nom du dossier/document""           display-description         />         <!-- <trash-document-origin /> -->         <document-creation-date-element is-Trash value=""Création"" />         <trash-document-restore           @restore-icon-click=""handleRestoreFileClickedByTab""         />         <trash-documents-actions-element           @restore-clicked=""handleRestoreFileClickedByMenu""         />       </template>     </natto-table>     <restore-file-modal-confirmation       v-model=""fileRestoreModalState.isRestoreFileModalConfirmationOpened""       :document-id=""fileRestoreModalState.documentId""       @restore-confirm=""$emit('restore-document', $event)""     />   </div> </template>  <script lang=""ts""> import { defineComponent, reactive, computed } from 'vue' import NattoTable, {   ElementPlusTablePayload } from '@/Common/components/Table/NattoTable.vue'  import TrashDocuments from '@/modules/Trash/models/Inputs/TrashDocuments' import DocumentTypeElement from '@/modules/Search/components/DocumentsTable/DocumentsTableElements/DocumentTypeElement.vue' import DocumentNameElement from '@/modules/Search/components/DocumentsTable/DocumentsTableElements/DocumentNameElement.vue' import DocumentCreationDateElement from '@/modules/Search/components/DocumentsTable/DocumentsTableElements/DocumentCreationDateElement.vue' import TrashDocumentRestore from '@/modules/Trash/components/TrashDocumentsTableElements/TrashDocumentRestore.vue' import TrashDocumentsActionsElement from '@/modules/Trash/components/TrashDocumentsTableElements/TrashDocumentsActionsElement.vue' import RestoreFileModalConfirmation from '@/modules/Trash/components/Modals/RestoreFileModalConfirmation.vue' import { trackEventFactory } from '@/Common/helpers/analyticsLog' import analyticsCode from '@/Common/constants/analyticsCode' import { useStore } from 'vuex' import useTrashModule from '@/modules/Trash/store/helpers'  export default defineComponent({   name: 'TrashDocumentsTable',   components: {     DocumentCreationDateElement,     DocumentNameElement,     DocumentTypeElement,     NattoTable,     TrashDocumentsActionsElement,     TrashDocumentRestore,     RestoreFileModalConfirmation   },   props: {     documents: {       type: TrashDocuments,       required: true     },     documentsPerPage: {       type: Number,       required: true     },     documentsTotalInFolderAndChild: {       type: Number,       default: 0     },     pageNumber: {       type: Number,       default: 1     }   },   emits: ['page-opened', 'restore-document'],   setup(props, { emit }) {     const store = useStore()     const { isInPendingList } = useTrashModule(store)      const handlePageOpened = (pageNumber: number) => {       emit('page-opened', pageNumber)     }      const fileRestoreModalState = reactive({       isRestoreFileModalConfirmationOpened: false,       documentId: ''     })      const trashDocumentRowClass = ({       row     }: ElementPlusTablePayload): string => {       return isInPendingList(row.id) ? 'row--disabled' : ''     }      const handleRestoreFileClickedByTab = (documentId: string) => {       if (!isInPendingList(documentId)) {         trackEventFactory(analyticsCode['tdv-tab-restore'])         handleRestoreFileClicked(documentId)       }     }      const handleRestoreFileClickedByMenu = (documentId: string) => {       if (!isInPendingList(documentId)) {         trackEventFactory(analyticsCode['tdv-menu-restore'])         handleRestoreFileClicked(documentId)       }     }      const handleRestoreFileClicked = (documentId: string) => {       fileRestoreModalState.documentId = documentId       fileRestoreModalState.isRestoreFileModalConfirmationOpened = true     }      const areDocumentsLoading = computed(() => {       return props.documents.state === 'loading'     })      return {       handlePageOpened,       fileRestoreModalState,       handleRestoreFileClickedByTab,       handleRestoreFileClickedByMenu,       areDocumentsLoading,       trashDocumentRowClass     }   } }) </script>","describe('TrashDocumentsTable', () => {   beforeEach(() => {     wrapper = createWrapper()     mainStoreMock.dispatch = jest.fn()   })    describe('bindings with NattoTable', () => {     describe('props', () => {       nattoTableWrapper = findNattoTable(wrapper)        expect(nattoTableWrapper.vm.tableData.length).toEqual(         defaultProps.documents.collection.length       )       expect(nattoTableWrapper.vm.itemsPerPage).toBe(10)       expect(nattoTableWrapper.vm.pageNumber).toBe(520)       expect(nattoTableWrapper.vm.itemsTotal).toBe(5201)       expect(nattoTableWrapper.vm.paginated).toBe(true)       expect(nattoTableWrapper.vm.loading).toBe(false)       expect(nattoTableWrapper.vm.rowClassName).toBe(         wrapper.vm.trashDocumentRowClass       )        describe('tests disabled row', () => {         const cases = [           { isInPendingList: true, expectedClass: 'row--disabled' },           { isInPendingList: false, expectedClass: '' }         ]          it.each(cases)(           'should disabled the row if the trashDocument is in restoration',           ({ isInPendingList, expectedClass }) => {             wrapper = createWrapper(               defaultProps,               createTrashStoreMock({ isInPendingList })             )              nattoTableWrapper = findNattoTable(wrapper)              if (!nattoTableWrapper.vm.rowClassName) {               return             }              expect(               nattoTableWrapper.vm.rowClassName({                 row: { id: 4545 },                 rowIndex: 45688               })             ).toBe(expectedClass)           }         )       })     })     describe('events', () => {       it('should emit page-opened when NattoTable emits page-opened', async () => {         const nattoTableWrapper: NattoTableWrapper =           wrapper.findComponent(NattoTable)          await nattoTableWrapper.vm.$emit('page-opened', 2)          expect(wrapper.emitted('page-opened')).toHaveLength(1)         expect(wrapper.emitted('page-opened')).toEqual([[2]])       })        it('should open confirmation modal when restore-clicked is emited', async () => {         const trashDocumentsActionsElementWrapper = wrapper.findComponent(           TrashDocumentsActionsElement         )          await trashDocumentsActionsElementWrapper.vm.$emit(           'restore-clicked',           '81180f6a-7ae3-441c-b3d1-3e85ff1732fd'         )         const restoreFileModalConfirmationWrapper: RestoreFileModalConfirmationWrapper =           wrapper.findComponent(RestoreFileModalConfirmation)          expect(trackEventFactory).toBeCalledWith('tdv-menu-restore')         expect(restoreFileModalConfirmationWrapper.vm.documentId).toBe(           '81180f6a-7ae3-441c-b3d1-3e85ff1732fd'         )         expect(restoreFileModalConfirmationWrapper.vm.modelValue).toBe(true)       })        it('should open confirmation modal when restore-icon-click is emited', async () => {         const TrashDocumentRestoreWrapper =           wrapper.findComponent(TrashDocumentRestore)          await TrashDocumentRestoreWrapper.vm.$emit('restore-icon-click', '1122')         const restoreFileModalConfirmationWrapper: RestoreFileModalConfirmationWrapper =           wrapper.findComponent(RestoreFileModalConfirmation)          expect(trackEventFactory).toBeCalledWith('tdv-tab-restore')         expect(restoreFileModalConfirmationWrapper.vm.documentId).toBe('1122')         expect(restoreFileModalConfirmationWrapper.vm.modelValue).toBe(true)       })        it('should emit restore-document when restore-confirm is emited', async () => {         const restoreFileModalConfirmationWrapper: RestoreFileModalConfirmationWrapper =           wrapper.findComponent(RestoreFileModalConfirmation)          await restoreFileModalConfirmationWrapper.vm.$emit(           'restore-confirm',           '1122'         )          expect(wrapper.emitted('restore-document')).toHaveLength(1)         expect(wrapper.emitted('restore-document')).toEqual([['1122']])       })     })   }) }) "
"<template>   <natto-tag :closable=""closable"">     {{ text }}   </natto-tag> </template>  <script lang=""ts""> import { defineComponent } from 'vue' import NattoTag from '@/Common/components/Tags/NattoTag.vue'  export default defineComponent({   name: 'TrashDocumentsTag',   components: {     NattoTag   },    props: {     text: String,     closable: Boolean   } }) </script>","describe('TrashDocumentsTag', () => {   beforeEach(() => {     wrapper = createWrapper('some text', 'color', false)   })   describe('binding', () => {     describe('props', () => {       it('Should bind text prop correctly', () => {         const nattoTagWrapper = findNattoTagWrapper(wrapper)          expect(nattoTagWrapper.text()).toContain('some text')       })       it('Should bind closable prop correctly', () => {         const nattoTagWrapper = findNattoTagWrapper(wrapper)          expect(nattoTagWrapper.props('closable')).toEqual(           wrapper.props('closable')         )       })     })   }) }) "
"<template>   <documents-table-element width=""3%"">     <template #item=""{ props }"">       <div         :class=""           props.restorationStatus === inProgressConst             ? 'restore-icon-disabled'             : 'restore-icon'         ""         @click=""$emit('restore-icon-click', props.id)""       >         <restore-icon />       </div>     </template>     <template #header> </template>   </documents-table-element> </template>  <script lang=""ts""> import { defineComponent } from 'vue' import DocumentsTableElement from '@/modules/Search/components/DocumentsTable/DocumentsTableElements/DocumentsTableElement.vue' import RestoreIcon from '@/Common/components/Icons/RestoreIcon.vue' import constants from '@/Common/constants'  export default defineComponent({   name: 'TrashDocumentRestore',   emits: ['restore-icon-click'],   components: {     DocumentsTableElement,     RestoreIcon   },    setup() {     return {       inProgressConst: constants.RESTORE_IN_PROGRESS     }   } }) </script>","describe('TrashDocumentRestore', () => {   beforeEach(() => {     wrapper = createWrapper()   })   describe('binding', () => {     describe('events', () => {       it('Should fire restore-icon-click when restore icon is clicked', async () => {         const restoreIconWrapper = wrapper.find('.restore-icon')          await restoreIconWrapper.trigger('click')          expect(wrapper.emitted('restore-icon-click')).toBeTruthy()         expect(wrapper.emitted('restore-icon-click')).toHaveLength(1)         expect(wrapper.emitted('restore-icon-click')).toStrictEqual([[45]])       })     })   }) }) "
"<template>   <natto-card class=""trash-card"">     <div class=""trash-card-container"">       <div class=""trash-card-header"">         <trash-card-title :title=""$tc('ged.trash.arboCard.title')"" />       </div>       <div class=""arbo-card-content two-rows"">         <div class=""trash-description"">           <arbo-description             :description=""$tc('ged.trash.arboCard.description')""           />         </div>         <div class=""trash-shortcut"">           <trash-shortcut />         </div>       </div>     </div>   </natto-card> </template>  <script lang=""ts""> import { defineComponent } from 'vue' import ArboDescription from '@/modules/Search/components/Cards/ArboDescription.vue' import TrashCardTitle from '@/modules/Trash/components/Cards/TrashCardTitle.vue' import NattoCard from '@/Common/components/Cards/NattoCard.vue' import TrashShortcut from '@/modules/Trash/components/Shortcuts/TrashShortcut.vue'  export default defineComponent({   name: 'TrashCard',    components: {     TrashShortcut,     NattoCard,     TrashCardTitle,     ArboDescription   } }) </script>","describe('TrashCard', () => {   beforeEach(() => {     wrapper = createWrapper()     trashCardTitleWrapper = findArboCardTitle(wrapper)   })   describe('binding', () => {     describe('props', () => {       it('Should bind headerTitle correctly ', () => {         expect(trashCardTitleWrapper.props('title')).toStrictEqual(           'ged.trash.arboCard.title'         )       })       describe('binding with arbo description', () => {         it('Should pass correct value to child component', () => {           const ArboDescriptionWrapper = wrapper.findComponent(ArboDescription)            expect(ArboDescriptionWrapper.props('description')).toBe(             'ged.trash.arboCard.description'           )         })       })       describe('trashShortcut', () => { })     })   }) }) "
"<template>   <div class=""trash-card__title"">     <delete-icon class=""trash-card__title--icon"" />     <span class=""trash-card__title--text"">       {{ title }}     </span>   </div> </template>  <script lang=""ts""> import { defineComponent } from 'vue' import DeleteIcon from '@/Common/components/Icons/DeleteIcon.vue'  export default defineComponent({   name: 'TrashCardTitle',   components: { DeleteIcon },   props: {     title: {       type: String,       required: true     }   } }) </script>","describe('TrashCardTitle', () => {   beforeEach(() => {     wrapper = createWrapper()   })    describe('rendering', () => {     it('should render the title', () => {       wrapper = createWrapper({ title: 'test' })        expect(wrapper.text()).toContain('test')     })   }) }) "
"<template>   <section class=""folder-actions-dropdown__list"">     <document-action-dropdown-item       v-for=""{ id, label, icon, action } in documentActions""       :key=""id""       :label=""label""       :icon=""icon""       @click=""handleClickItem(action)""     />   </section> </template>  <script lang=""ts""> import { defineComponent, computed } from 'vue' import DocumentActionDropdownItem from '@/modules/Search/components/DocumentsTable/DocumentsTableItems/DocumentActionDropdownItem.vue' import { ITEMS } from '@/Common/types/actionItemTypes'  export default defineComponent({   name: 'TrashDocumentsActionsDropdownList',   components: { DocumentActionDropdownItem },   props: {     documentId: {       type: String,       required: true     }   },   emits: ['item-clicked'],   setup(props, { emit }) {     const documentActions = computed(() => [       {         id: props.documentId,         action: ITEMS.RESTORE,         label: 'Restaurer',         icon: 'refresh-left'       }     ])      return {       documentActions,       handleClickItem: (action: string) => {         emit('item-clicked', action, props.documentId)       }     }   } }) </script>","describe('DocumentActionsDropdownList', () => {   beforeEach(() => {     wrapper = createWrapper()   })   describe('binding', () => {     describe('events', () => {       it('Should fire item-clicked when item clicked', () => {         const dropdownItemWrapper = wrapper.findComponent(           DocumentActionDropdownItem         )          dropdownItemWrapper.trigger('click')          expect(wrapper.emitted('item-clicked')).toBeTruthy()       })     })   }) }) "
"<template>   <natto-dialog-popup     v-model=""isRestoreFileModalConfirmationOpened""     :title=""$t('ged.trash.restore.confirmation.title')""     :description=""$t('ged.trash.restore.confirmation.description')""     popup-type=""error""     @confirm-clicked=""handleConfirmClick""     @cancel-clicked=""handleCancelClick""   /> </template>  <script lang=""ts""> import { defineComponent, ref } from 'vue' import NattoDialogPopup from '@/Common/components/Modals/NattoDialogPopup.vue' import useVModel from '@/Common/hooks'  export default defineComponent({   name: 'RestoreFileModalConfirmation',   components: { NattoDialogPopup },   props: {     modelValue: {       type: Boolean,       required: true     },     documentId: {       type: String,       required: true     }   },   emits: ['restore-confirm'],   setup(props, { emit }) {     const isRestoreFileModalConfirmationOpened = useVModel(props)     const errorMessage = ref('')      const handleConfirmClick = () => {       emit('restore-confirm', props.documentId)       isRestoreFileModalConfirmationOpened.value = false     }      const handleCancelClick = () => {       isRestoreFileModalConfirmationOpened.value = false       errorMessage.value = ''     }      return {       isRestoreFileModalConfirmationOpened,       handleCancelClick,       errorMessage,       handleConfirmClick     }   } }) </script>","describe('RestoreFileModalConfirmation', () => {   beforeEach(() => {     wrapper = createWrapper()     storeMock.dispatch = jest.fn()   })    describe('bindings with NattoDialogPopup', () => {     test('props bindings', () => {       const nattoDialogPopupWrapper = findNattoDialogPopupWrapper(wrapper)        expect(nattoDialogPopupWrapper.props('modelValue')).toBe(true)       expect(nattoDialogPopupWrapper.props('title')).toBe(         'ged.trash.restore.confirmation.title'       )       expect(nattoDialogPopupWrapper.props('popupType')).toBe('error')       expect(nattoDialogPopupWrapper.props('description')).toBe(         'ged.trash.restore.confirmation.description'       )     })     describe('events bindings', () => {       it('should dispatch restoreFileByModal with documentId when NattoDialogPopup emit confirm-clicked and close the modal', async () => {         // When NattoDialogPopup emit confirm-clicked         const nattoDialogPopupWrapper = findNattoDialogPopupWrapper(wrapper)          await nattoDialogPopupWrapper.vm.$emit('confirm-clicked')         await wrapper.vm.$nextTick()          //expect(trackEventFactory).toBeCalledWith('adv-delete-file')         // Then         // expect(storeMock.dispatch).toHaveBeenCalledWith(         //   'GED/Trash/restoreFileByModal',         //   '4521'         // )         expect(wrapper.emitted('restore-confirm')).toHaveLength(1)         expect(wrapper.emitted('restore-confirm')).toEqual([['4521']])         expect(wrapper.emitted('update:modelValue')).toHaveLength(1)         expect(wrapper.emitted('update:modelValue')).toEqual([[false]])       })       it('should close the modal when cancel button is clicked', async () => {         // When NattoDialogPopup emit cancel-clicked         const nattoDialogPopupWrapper = findNattoDialogPopupWrapper(wrapper)          await nattoDialogPopupWrapper.vm.$emit('cancel-clicked')          // Then the modal must be closed         expect(wrapper.emitted('update:modelValue')).toHaveLength(1)         expect(wrapper.emitted('update:modelValue')).toStrictEqual([[false]])       })     })   }) }) "
"<template>   <in-progress-popup     v-if=""displayInProgress""     :running=""totalPending""     @cancelRestore=""cancelRestoreHandler""   />   <success-popup     v-else-if=""displaySuccess""     :successed=""1""     :fileName=""restoredDocument.name""     @close=""handleClosePopup""     @redirect-to-location=""handleRedirection""   />   <failed-popup v-if=""displayFailed"" @close=""handleClosePopup"" /> </template>  <script lang=""ts""> import { defineComponent, computed } from 'vue' import { useStore } from 'vuex'  import { trackEventFactory } from '@/Common/helpers/analyticsLog' import constants from '@/Common/constants' import analyticsCode from '@/Common/constants/analyticsCode'  import TrashDocument from '@/modules/Trash/models/Inputs/TrashDocument' import TrashDocuments from '@/modules/Trash/models/Inputs/TrashDocuments' import SuccessPopup from '@/modules/Trash/components/Notification/Elements/SuccessPopup.vue' import FailedPopup from '@/modules/Trash/components/Notification/Elements/FailedPopup.vue' import InProgressPopup from '@/modules/Trash/components/Notification/Elements/InProgressPopup.vue' import useTrashModule from '@/modules/Trash/store/helpers'  export default defineComponent({   name: 'TrashViewRestorePopup',    emits: ['close', 'redirect-to-location', 'cancelRestore'],    props: {     duration: Number,     pending: Boolean,     success: Boolean,     failed: Boolean,     documents: {       type: TrashDocuments,       required: true     },     restoredDocument: TrashDocument   },    components: {     SuccessPopup,     FailedPopup,     InProgressPopup   },    setup(props, { emit }) {     const store = useStore()      const { totalPendingRestoration } = useTrashModule(store)      setTimeout(() => {       emit('close')     }, props.duration)      const handleRedirection = () => {       trackEventFactory(analyticsCode['tdv-notification-restore-cta'])       emit('redirect-to-location')     }      return {       totalPending: computed(         () =>           props.documents.collection.filter(             (doc) => doc.restorationStatus === constants.RESTORE_IN_PROGRESS           ).length       ),       displayInProgress: computed(() => !props.success && props.pending),       displaySuccess: props.success,       displayFailed: computed(() => props.failed),       cancelRestoreHandler: () => emit('cancelRestore'),       handleClosePopup: () => emit('close'),       handleRedirection,       totalPendingRestoration: totalPendingRestoration()     }   } }) </script>","describe('TrashViewRestorePopup', () => {   beforeEach(async () => {     wrapper = createWrapper()     storeMock.dispatch = jest.fn()     tMock = jest.fn()     tcMock = jest.fn()     jest.spyOn(translationHelper, 'useTranslation').mockReturnValue({       t: tMock,       tc: tcMock     })   })   describe('binding', () => {     describe('props', () => {       const cases = [         { prop: 'duration', expected: 5000 },         { prop: 'pending', expected: true },         { prop: 'success', expected: false },         { prop: 'failed', expected: false },         { prop: 'documents', expected: documentsData },         { prop: 'restoredDocument', expected: documentsData.collection[0] }       ]        test.each(cases)(         'Should bind component props correctly',         ({ prop, expected }) => {           expect(wrapper.props(prop)).toEqual(expected)         }       )     })     describe('components', () => {       describe('SuccessPopup', () => {         describe('binding', () => {           beforeEach(async () => {             wrapper = createWrapper(storeMock, {               duration: 5000,               pending: false,               success: true,               failed: false,               documents: documentsData,               restoredDocument: documentsData.collection[0]             })             storeMock.dispatch = jest.fn()           })           describe('props', () => {             it('Should bind successed prop correctly correctly', () => {               const successPopupWrapper = wrapper.findComponent(SuccessPopup)                expect(successPopupWrapper.props('fileName')).toEqual(                 wrapper.vm.restoredDocument.name               )             })           })           describe('events', () => {             it('Should emit close event', async () => {               const successPopupWrapper = wrapper.findComponent(SuccessPopup)                await successPopupWrapper.vm.$emit('close')                expect(wrapper.emitted('close')).toBeTruthy()             })             it('Should emit redirect-to-location event', async () => {               const successPopupWrapper = wrapper.findComponent(SuccessPopup)                await successPopupWrapper.vm.$emit('redirect-to-location')                expect(trackEventFactory).toBeCalledWith(                 'tdv-notification-restore-cta'               )                expect(wrapper.emitted('redirect-to-location')).toBeTruthy()             })           })         })         describe('rendering', () => {           beforeEach(() => {             wrapper = createWrapper(storeMock, {               duration: 5000,               pending: false,               success: true,               failed: false,               documents: documentsData,               restoredDocument: documentsData.collection[0]             })             storeMock.dispatch = jest.fn()           })           it('Should display success popup when success is true', () => {             const successPopupWrapper = wrapper.findComponent(SuccessPopup)              expect(successPopupWrapper.exists()).toBeTruthy()           })         })       })       describe('FailedPopup', () => {         describe('binding', () => {           beforeEach(async () => {             wrapper = createWrapper(storeMock, {               duration: 5000,               pending: false,               success: false,               failed: true,               documents: documentsData,               restoredDocument: documentsData.collection[0]             })             storeMock.dispatch = jest.fn()           })            describe('events', () => {             it('Should emit close event', async () => {               const FailedPopupWrapper = wrapper.findComponent(FailedPopup)                await FailedPopupWrapper.vm.$emit('close')                expect(wrapper.emitted('close')).toBeTruthy()             })           })         })         describe('rendering', () => {           beforeEach(() => {             wrapper = createWrapper(storeMock, {               duration: 5000,               pending: false,               success: false,               failed: true,               documents: documentsData,               restoredDocument: documentsData.collection[0]             })             storeMock.dispatch = jest.fn()           })           it('Should display failed popup when failed is true', () => {             const FailedPopupWrapper = wrapper.findComponent(FailedPopup)              expect(FailedPopupWrapper.exists()).toBeTruthy()           })         })       })       describe('InProgressPopup', () => {         describe('binding', () => {           const DOCUMENTS_IN_RESTORATION_COUNT = 4            beforeEach(async () => {             for (let i = 0; i < DOCUMENTS_IN_RESTORATION_COUNT; i++) {               documentsData.collection[i].restorationStatus =                 constants.RESTORE_IN_PROGRESS             }              wrapper = createWrapper(storeMock, {               duration: 5000,               pending: true,               success: false,               failed: false,               documents: documentsData,               restoredDocument: documentsData.collection[0]             })             storeMock.dispatch = jest.fn()           })           describe('props', () => {             it('Should bind running prop correctly', () => {               const InProgressPopupWrapper =                 wrapper.findComponent(InProgressPopup)                expect(InProgressPopupWrapper.props('running')).toEqual(                 DOCUMENTS_IN_RESTORATION_COUNT               )             })           })           describe('events', () => {             it('Should emit cancel event', async () => {               const InProgressPopupWrapper =                 wrapper.findComponent(InProgressPopup)                await InProgressPopupWrapper.vm.$emit('cancelRestore')                expect(wrapper.emitted('cancelRestore')).toBeTruthy()             })           })         })         describe('rendering', () => {           beforeEach(() => {             wrapper = createWrapper(storeMock, {               duration: 5000,               pending: true,               success: false,               failed: false,               documents: documentsData,               restoredDocument: documentsData.collection[0]             })             storeMock.dispatch = jest.fn()           })           it('Should display inprogress popup when pending is true', () => {             const InProgressPopupWrapper =               wrapper.findComponent(InProgressPopup)              expect(InProgressPopupWrapper.exists()).toBeTruthy()           })         })       })     })   }) }) "
"<template>   <div class=""restore-success-container"">     <div class=""icon-zone""><i class=""mp-icon-check""></i></div>     <div class=""main-content-zone"">       <p class=""description"">         {{ successText }}       </p>       <p class=""sub-description"">{{ fileName }}</p>     </div>     <div class=""actions-zone"">       <mp-button         v-if=""successed == 1""         class=""go-to-destination-cta""         size=""small""         btn-type=""primary""         @click=""redirectToLocation""       >         {{ goToBtn }}       </mp-button>       <i v-else class=""mp-icon-close""></i>     </div>   </div> </template>  <script lang=""ts""> import { defineComponent, computed } from 'vue' import { useTranslation } from '@/Common/hooks/useTranslation'  export default defineComponent({   name: 'SuccessPopup',   emits: ['redirect-to-location'],   props: {     successed: { type: Number, required: true },     fileName: String   },   setup(props, { emit }) {     const { t } = useTranslation()      const successText = computed(() =>       t('ged.trash.restore.successPopup.restored')     )      const goToBtn = computed(() => t('ged.trash.restore.successPopup.goToBtn'))      return {       successText,       goToBtn,       redirectToLocation: () => emit('redirect-to-location')     }   } }) </script>","describe('SuccessPopup', () => {   beforeEach(() => {     wrapper = createWrapper()     storeMock.dispatch = jest.fn()     tMock = jest.fn()     tcMock = jest.fn()     jest.spyOn(translationHelper, 'useTranslation').mockReturnValue({       t: tMock,       tc: tcMock     })   })   describe('binding', () => {     describe('props', () => {       const cases = [         { prop: 'successed', expected: 1 },         { prop: 'fileName', expected: 'file_test.txt' }       ]        test.each(cases)(         'Should bind component props correctly',         ({ prop, expected }) => {           expect(wrapper.props(prop)).toEqual(expected)         }       )     })     describe('events', () => {       it('Should trigger redirect-to-location event ', async () => {         const btn = wrapper.find('.go-to-destination-cta')          await btn.trigger('click')         expect(wrapper.emitted('redirect-to-location')).toBeTruthy()       })     })   }) }) "
"<template>   <div class=""restore-failed-container"">     <div class=""icon-zone""><warning-icon /></div>     <div class=""main-content-zone"">       <p class=""description"">{{ FailedMessageTitle }}</p>       <p class=""sub-description"">         {{ FailedMessage }}       </p>     </div>     <div class=""actions-zone"">       <i class=""el-icon-circle-close close-icon"" @click=""closeHandler""></i>     </div>   </div> </template>  <script lang=""ts""> import { defineComponent } from 'vue' import WarningIcon from '@/Common/components/Icons/WarningIcon.vue' import { useTranslation } from '@/Common/hooks/useTranslation'  export default defineComponent({   name: 'FailedPopup',   components: {     WarningIcon   },   props: {     canceled: Number,     errored: Number   },   setup(props, { emit }) {     const { tc } = useTranslation()      const FailedMessage = tc('ged.trash.restore.failedPopup.content')      const FailedMessageTitle = tc('ged.trash.restore.failedPopup.title')      return {       FailedMessage,       FailedMessageTitle,       closeHandler: () => emit('close')     }   } }) </script>","describe('FailedPopup', () => {   beforeEach(async () => {     wrapper = createWrapper()     storeMock.dispatch = jest.fn()     tMock = jest.fn()     tcMock = jest.fn()     jest.spyOn(translationHelper, 'useTranslation').mockReturnValue({       t: tMock,       tc: tcMock     })   })   describe('binding', () => {     describe('props', () => {       const cases = [         { prop: 'canceled', expected: 0 },         { prop: 'errored', expected: 2 }       ]        test.each(cases)(         'Should bind component props correctly',         ({ prop, expected }) => {           expect(wrapper.props(prop)).toEqual(expected)         }       )     })     describe('events', () => {       it('Should trigger close event ', async () => {         const btn = wrapper.find('.close-icon')          await btn.trigger('click')         expect(wrapper.emitted('close')).toBeTruthy()       })     })   }) }) "
"<template>   <div class=""in-progress-restore-container"">     <div class=""icon-zone""><restore-icon-blue /></div>     <div class=""main-content-zone"">       <p class=""description"">         <span class=""primary"">{{ running }}</span>         {{ inProgressText }}       </p>     </div>   </div> </template>  <script lang=""ts""> import { computed, defineComponent } from 'vue' import RestoreIconBlue from '@/Common/components/Icons/RestoreIconBlue.vue' import { useTranslation } from '@/Common/hooks/useTranslation'  export default defineComponent({   name: 'InProgressPopup',   emits: ['cancelRestore'],   components: {     RestoreIconBlue   },   props: {     total: Number,     running: Number   },    setup(props, { emit }) {     const { tc } = useTranslation()      const inProgressText = computed(() =>       tc('ged.trash.restore.inProgressPopup.content', props.running, {         count: props.running       })     )      return {       cancelHandler: () => emit('cancelRestore'),       inProgressText     }   } }) </script>","describe('InProgressPopupPopup', () => {   beforeEach(async () => {     wrapper = createWrapper()     storeMock.dispatch = jest.fn()     tMock = jest.fn()     tcMock = jest.fn()     jest.spyOn(translationHelper, 'useTranslation').mockReturnValue({       t: tMock,       tc: tcMock     })   })   describe('binding', () => {     describe('props', () => {       const cases = [         { prop: 'total', expected: 1 },         { prop: 'running', expected: 1 }       ]        test.each(cases)(         'Should bind component props correctly',         ({ prop, expected }) => {           expect(wrapper.props(prop)).toEqual(expected)         }       )     })   }) }) "
"<template>   <div class=""trash-view-header"">     <trash-header-back-button @click=""handleGoBackClick"" />      <div class=""header-content"">       <div class=""header-title"">         <h1>           {{ $t('ged.trash.title') }}           <span class=""description"">             {{ $t('ged.trash.recentDelete') }}           </span>         </h1>       </div>     </div>     <div class=""spacer"" />     <!-- <div class=""header-icon"">       <div class=""info-icon-container"">         <trash-view-info-btn @click=""$emit('info-btn-click')"" />         <documents-archive-btn           icon=""delete""           :buttoninnerText=""$t('ged.trash.archiveAll')""           @click=""$emit('archive-btn-click')""         />       </div>     </div> -->   </div>   <div class=""header-tag"">     <!-- <trash-documents-tag       :text=""$t('ged.trash.archiveIn60Days')""       color=""#FCE4E9""     /> -->   </div> </template>  <script lang=""ts""> import { defineComponent } from 'vue' import TrashHeaderBackButton from '@/modules/Trash/components/Header/TrashHeaderBackButton.vue' import { trackEventFactory } from '@/Common/helpers/analyticsLog' import analyticsCode from '@/Common/constants/analyticsCode' import useSearchNavigator from '@/modules/Search/navigator/useSearchNavigator'  export default defineComponent({   name: 'TrashViewHeader',   emits: ['info-btn-click', 'archive-btn-click'],   components: {     TrashHeaderBackButton   },    setup() {     const { goToMainView } = useSearchNavigator()      const handleGoBackClick = () => {       trackEventFactory(analyticsCode['tdv-goback'])       goToMainView()     }      return {       handleGoBackClick     }   } }) </script>","describe('TrashViewHeader', () => {   beforeEach(() => {     wrapper = createWrapper()     routerMock.push = jest.fn()   })   describe('binding', () => {     describe('events', () => {       it('Should emit trash-back-click when back button is clicked ', async () => {         const TrashHeaderBackButtonWrapper = wrapper.findComponent(           TrashHeaderBackButton         )          await TrashHeaderBackButtonWrapper.vm.$emit('click')         await wrapper.vm.$nextTick()         expect(routerMock.push).toHaveBeenCalledWith({           name: 'MainView'         })       })     })   }) }) "
